Time,V_sec,V_PV,V_L1,V_L2,I_sec,I_PV,I_L1,I_L2,I_battery,P_PV,P_L1,P_L2,battery_soc,battery_ah
0,242.8453174766-148.156667239725i,242.84519799707-148.156644597255i,242.845048647682-148.156616294157i,242.845018777805-148.156610633538i,-0.000971380373809996+0.000592626499140354i,0.00024284519799707-0.000148156644597256i,0.00024284504864768-0.00014815661629416i,0.000242845018777806-0.000148156610633537i,-0.000242845108387433+0.000148156627615397i,-0.0404620907642768,0.0404620503022146,0.0404620422098051,80,0
3.01211237363899e-08,242.844745227495-148.157467888022i,242.797700142218-148.148552238787i,242.703699589821-148.130737931494i,242.680206924875-148.126285771312i,-0.382480620269482+0.233348289192i,0.000242797700142207-0.000148148552238782i,0.190997431817495-0.116525932032917i,0.19099740832483-0.116525927580757i,-0.000242982427014453+0.000148281026087233i,-0.0404493583623979,31.8084278072259,31.8059217114896,80,1.60608715193047e-18
6.02422474727798e-08,242.844189707998-148.158245123829i,242.751591128991-148.140696337912i,242.566483625805-148.105615771702i,242.520214235788-148.096847049583i,-0.752833933163005+0.459299565669492i,0.00024275159112897-0.0001481406963379i,0.376173940470732-0.229501445458742i,0.376173894201342-0.22950143669002i,-0.000243346899801467+0.000148542824392656i,-0.0404370004535658,62.6188214359054,62.6091062893808,80,6.37342693674287e-18
9.03633712091696e-08,242.843650429011-148.158999631786i,242.706830346692-148.133069985232i,242.433279900912-148.081227717157i,242.364899794614-148.068268573628i,-1.11235754256477+0.678645379684403i,0.00024270683034666-0.000148133069985213i,0.555935486115536-0.339174160783221i,0.55593541773543-0.339174147824078i,-0.000243931883457076+0.000148938007118706i,-0.0404250059600885,92.5012947255066,92.4800803124856,80,1.5811711843992e-17
1.20484494945559e-07,242.843122316607-148.159738512694i,242.662996572337-148.125601465818i,242.302834885502-148.057344419931i,242.212801992939-148.040281586876i,-1.46443494099295+0.893449435116075i,0.000242662996572295-0.000148125601465794i,0.731973849773152-0.44657595083663i,0.73197375974026-0.446575933773797i,-0.000244668482962896+0.000149424904181245i,-0.0404132618575314,121.739094112383,121.702321158895,80,2.91424733444701e-17
1.75698754645011e-07,242.842190658066-148.161041981827i,242.585668670069-148.112425769567i,242.072714708981-148.015210445894i,241.944483806958-147.990908055262i,-2.0855394126339+1.27239195841633i,0.000242585668670009-0.000148112425769531i,1.04252522105152-0.636046626909087i,1.04252509282062-0.636046602606697i,-0.000246513093087179+0.00015061647477488i,-0.040392548655715,173.255742873936,173.181154861758,80,7.09281519766292e-17
2.6488673269201e-07,242.840786628422-148.163006304639i,242.469135316977-148.092568994028i,241.725923223346-147.951711590098i,241.540127925519-147.916498706438i,-3.02154217578338+1.84346767048788i,0.00024246913531689-0.000148092568993976i,1.51052451499694-0.921583121648154i,1.51052432920164-0.92158308643527i,-0.000250862449485978+0.000153369835463334i,-0.0403613452862923,250.741366579761,250.584791561275,80,2.07110521985078e-16
4.19789161542731e-07,242.838620271363-148.166037082573i,242.289333233445-148.061928982238i,241.190851038734-147.853730284354i,240.916238567093-147.801682145381i,-4.46571446202754+2.72461569320453i,0.000242289333233316-0.00014806192898216i,2.2326051677939-1.36215364795125i,2.23260489318142-1.36215359590311i,-0.000262111718986692+0.000160387421179015i,-0.0403132279063028,369.941719261859,369.599682943307,80,7.40971557787824e-16
5.74691590393453e-07,242.836764678479-148.16863299423i,242.135328221102-148.035682128634i,240.732549062874-147.769798280807i,240.381862830757-147.703328946751i,-5.70267439805546+3.47936625559171i,0.000242135328220937-0.000148035682128535i,2.85107751667197-1.73952416440234i,2.85107716598574-1.73952409793301i,-0.00027758006953513+0.000169957574231422i,-0.0402720401779881,471.698146521307,471.140370140843,80,1.76228684477762e-15
7.29594019244174e-07,242.835176905044-148.170854148192i,242.003554742989-148.013221640806i,240.340406501982-147.697974971922i,239.924628590701-147.619165045889i,-6.7610631939178+4.12518584942945i,0.000242003554742794-0.000148013221640688i,3.38026246090682-2.06242809370853i,3.3802620451289-2.0624280148986i,-0.000296684327341239+0.000181727600670301i,-0.0402368171443343,558.515053451843,557.731008621688,80,3.40671360667988e-15
