Time,V_sec,V_PV,V_L1,V_L2,I_sec,I_PV,I_L1,I_L2,I_battery,P_PV,P_L1,P_L2,battery_soc,battery_ah
0,242.8453174766-148.156667239725i,242.84519799707-148.156644597255i,242.845048647682-148.156616294157i,242.845018777805-148.156610633538i,-0.000971380373809996+0.000592626499140354i,0.00024284519799707-0.000148156644597256i,0.00024284504864768-0.00014815661629416i,0.000242845018777806-0.000148156610633537i,-0.000242845108387433+0.000148156627615397i,-0.0404620907642768,0.0404620503022146,0.0404620422098051,80,0
3.01922033428475e-08,242.844743917024-148.157469721522i,242.797591371001-148.148533706707i,242.703375868561-148.130678662859i,242.679829458976-148.126216317189i,-0.383354284174423+0.233881308531042i,0.00024279759137099-0.000148148533706701i,0.191434379830386-0.116792512428164i,0.191434356283976-0.116792507965818i,-0.000242750468689756+0.000148139603353459i,-0.0404493292075017,31.8811621854317,31.8786446173779,80,1.6173621339476e-18
6.0384406685695e-08,242.844187164125-148.158248682974i,242.751379984561-148.140660363072i,242.565855195562-148.105500712872i,242.519481462934-148.096712215747i,-0.754529868833901+0.460334258218495i,0.000242751379984539-0.00014814066036306i,0.377022252612492-0.230019001634462i,0.37702220623876-0.230018992845965i,-0.000242658602664811+0.000148123077705663i,-0.0404369438686043,62.7599022716266,62.75014327235,80,6.418069441107e-18
9.05766100285425e-08,242.843646725426-148.159004813453i,242.706522946518-148.133017609221i,242.432364939923-148.081060194072i,242.363832901534-148.068072255839i,-1.11482661138099+0.680151773467961i,0.000242706522946486-0.000148133017609203i,0.557170701980529-0.339927773201111i,0.557170633448491-0.339927760213172i,-0.000242569429022604+0.000148107036068381i,-0.0404249235933959,92.7065380007036,92.6852292318808,80,1.59222097981719e-17
1.2076881337139e-07,242.843117503508-148.159745246632i,242.662597083622-148.12553339818i,242.301645776555-148.057126698223i,242.211415411716-148.040026438915i,-1.4676436699193+0.895407113190133i,0.000242662597083579-0.000148125533398155i,0.733579307723036-0.44755545671489i,0.733579217492671-0.447555439614631i,-0.00024248210651401+0.000148091327214i,-0.0404131548339247,122.005624264118,121.968689849475,80,2.93458303370217e-17
1.76028603588873e-07,242.842185361182-148.161049392527i,242.585229031234-148.112350858096i,242.071405871435-148.014970792582i,241.942957541065-147.990627192107i,-2.0890706213521+1.27454641444653i,0.000242585229031174-0.000148112350858061i,1.04429291813443-0.637125131390641i,1.0442927896861-0.637125107047041i,-0.000242328302543248+0.000148063657989488i,-0.0403924309104141,173.548756274195,173.473915133597,80,7.13313649753281e-17
2.65261477414442e-07,242.8407811145-148.163014018825i,242.468677671336-148.092491009545i,241.72456023598-147.951462003975i,241.538538333183-147.916206168822i,-3.02521799998904+1.84571041025699i,0.000242468677671249-0.000148092491009493i,1.51236681036461-0.922707165524075i,1.5123666243427-0.92270713026824i,-0.000242096604057613+0.000148021973668424i,-0.0403612227725349,251.046038145854,250.889080990913,80,2.07992744292091e-16
4.20223864343584e-07,242.838614789455-148.166044751681i,242.288878257662-148.061851444399i,241.189494569261-147.853481857694i,240.914656097746-147.801390877774i,-4.46936881333154+2.72684542065552i,0.000242288878257533-0.000148061851444322i,2.23444253006011-1.36327472661562i,2.23444225522164-1.36327467452464i,-0.000241739171535991+0.000147957663808878i,-0.0403131061902284,370.244489763987,369.90189026509,80,7.43213865675853e-16
5.75186251272725e-07,242.836759344751-148.168640455754i,242.134885556078-148.035606680651i,240.73122728901-147.76955617104i,240.380320168154-147.703044960838i,-5.70622984169267+3.48153572133947i,0.000242134885555914-0.000148035606680552i,2.85287331233634-1.74061992483271i,2.85287296142921-1.7406198583215i,-0.000241433041560982+0.000147902578580395i,-0.0402719218242545,471.993163766893,471.434684530406,80,1.7666675735861e-15
7.30148638201867e-07,242.835171803822-148.170861284182i,242.003131386519-148.013149475884i,240.339139806655-147.697742910777i,239.923149353601-147.61889268708i,-6.7644635259832+4.12726075354126i,0.000242003131386323-0.000148013149475766i,3.38199038386076-2.06348248189933i,3.38198996787031-2.06348240304911i,-0.000241171120748636+0.000147855443345072i,-0.0402367040092932,558.798182401966,558.013335795557,80,3.41410765977356e-15
8.85111025131009e-07,242.833813405225-148.172761488195i,241.890397627809-147.993932100474i,240.003655280202-147.636290385843i,239.531977131791-147.54688137509i,-7.6699201476311+4.67978565229253i,0.000241890397627588-0.00014799393210034i,3.83471889095-2.33974496633052i,3.83471841927185-2.33974487692151i,-0.000240947011617702+0.000147815108392497i,-0.0402065842015129,632.888909039014,631.879872257499,80,5.80517119658618e-15
1.04007341206015e-06,242.83265085919-148.174387658931i,241.793920518456-147.977484104619i,239.716549003548-147.583694064782i,239.197213560384-147.485247973005i,-8.44480006007543+5.1526501630794i,0.000241793920518213-0.000147977484104471i,4.22215901513521-2.57617725172757i,4.22215849579977-2.57617715328148i,-0.000240755219934665+0.000147780586231983i,-0.0401808179007687,696.161571914021,694.938336839857,80,9.04229083179551e-15
1.19503579898929e-06,242.831655824872-148.175779459614i,241.711347233096-147.963404942718i,239.470819181296-147.53867298454i,238.910694601404-147.432491413416i,-9.10800255016584+5.55738123742978i,0.000241711347232833-0.000147963404942559i,4.5537604039374-2.77854281458515i,4.55375984381282-2.77854270840358i,-0.00024059106838939+0.000147751036109153i,-0.040158772291697,750.217626990431,748.79470066591,80,1.32127764682675e-14
1.34999818591843e-06,242.830804135313-148.176970710738i,241.640671517017-147.951353030624i,239.260495382387-147.500134751851i,238.665458779642-147.387331600781i,-9.67564291072829+5.90380824403516i,0.000241640671516738-0.000147951353030454i,4.83758070726237-2.95175633987212i,4.83758011222577-2.95175622706897i,-0.000240450568639198+0.000147725741035255i,-0.0401399084973473,796.413207178821,794.80737535566,80,1.83911627376657e-14
1.50496057284758e-06,242.830075135703-148.177990316574i,241.580178731742-147.94103640175i,239.080475000284-147.467145658557i,238.455556496495-147.348674391556i,-10.1614939067341+6.20033210153058i,0.000241580178731449-0.000147941036401572i,5.0805063105809-3.10001828743864i,5.0805056856624-3.10001816896737i,-0.000240330312061758+0.000147704088172883i,-0.0401237665037936,835.900355156762,834.129189172657,80,2.46411824914521e-14
1.65992295977672e-06,242.829451152841-148.17886300797i,241.528401796791-147.932205215399i,238.926392139326-147.438906720992i,238.275897152465-147.315583516337i,-10.5773397073748+6.45414105249345i,0.000241528401796485-0.000147932205215214i,5.28842930104291-3.22692277902916i,5.28842865054793-3.22692265570596i,-0.000240227382169153+0.000147685553109822i,-0.0401099531071508,869.659649797605,867.740537611759,80,3.20173744413621e-14
1.84731982441098e-06,242.828814178304-148.179753831867i,241.47554848537-147.923189358755i,238.769106131861-147.410077507634i,238.092502969384-147.281800963952i,-11.0018267011504+6.71323568446222i,0.000241475548485052-0.000147923189358562i,5.50067288994626-3.35647011145942i,5.5006722133431-3.35646998318287i,-0.000240122312515171+0.000147666630573696i,-0.0400958552331356,904.084134169259,902.00787964681,80,4.25118327529202e-14
2.03471668904523e-06,242.828286605853-148.180491619275i,241.431774417768-147.915721249592i,238.638839055505-147.386197608943i,237.940612639511-147.253818118005i,-11.3533910205549+6.92783127617325i,0.00024143177441744-0.000147915721249393i,5.67645512585747-3.46376792093746i,5.67645442763106-3.46376778855797i,-0.000240035291947714+0.000147650956568836i,-0.0400841811455952,932.567122226053,930.35603803506,80,5.47895488977359e-14
2.22211355367949e-06,242.827849754466-148.181102508023i,241.395528998404-147.909536729233i,238.530976484908-147.366422273367i,237.814845780005-147.230645078729i,-11.6444873331098+7.10552609168599i,0.000241395528998068-0.000147909536729029i,5.82200334523675-3.55261533997491i,5.82200262910605-3.55261520419771i,-0.000239963237956478+0.000147637976640097i,-0.0400745162378821,956.132177701653,953.806242801086,80,6.89081661619169e-14
2.40951041831375e-06,242.827487992208-148.181608368751i,241.365514761877-147.904414732966i,238.441657287191-147.350044565589i,237.710700341081-147.21145344316i,-11.885537018293+7.25267825206307i,0.000241365514761534-0.000147904414732757i,5.94252824008195-3.62619142950634i,5.94252750912501-3.62619129091522i,-0.000239903571242458+0.000147627226787435i,-0.0400665138068267,975.632875391097,973.2096331944,80,8.49159177496697e-14
2.64560334913106e-06,242.827118034555-148.182125662609i,241.334821755468-147.899176132169i,238.350318170332-147.333294178017i,237.604199695677-147.191825108982i,-12.1320353793737+7.4031648914642i,0.000241334821755117-0.000147899176131956i,6.0657774740576-3.70143475876242i,6.06577672793913-3.70143461729335i,-0.000239842555183994+0.000147616232292597i,-0.0400583312461009,995.562283542771,993.037470907806,80,1.07837684845914e-13
2.88169627994837e-06,242.826826499788-148.18253327686i,241.310636078794-147.895047471914i,238.278344199647-147.320092970747i,237.520278650755-147.176355765027i,-12.3262703281512+7.52175248711241i,0.000241310636078438-0.000147895047471698i,6.16289499055264-3.76072856411739i,6.16289423248709-3.76072842038019i,-0.000239794475362814+0.00014760756735832i,-0.0400518840756769,1011.25764776435,1008.65132966449,80,1.33883717069726e-13
3.11778921076568e-06,242.826596886662-148.182854294776i,241.291588272392-147.891795316336i,238.221659998664-147.309694469756i,237.454185350549-147.164170677738i,-12.479241148819+7.61515286281964i,0.000241291588272031-0.000147891795316117i,6.23938043404801-3.80742875790304i,6.23937966657336-3.80742861237925i,-0.000239756609361089+0.00014760074202963i,-0.0400468068463916,1023.61336570208,1020.94194498722,79.9999999999999,1.63104924561902e-13
3.4099246861511e-06,242.826377929144-148.18316039545i,241.273425286983-147.888693658999i,238.167608949816-147.299777297896i,237.39116228529-147.152549627299i,-12.6251041035867+7.70421948139734i,0.000241273425286618-0.000147888693658778i,6.31231194305286-3.85196207284937i,6.3123111666062-3.8519619256217i,-0.000239720502345837+0.000147594232614645i,-0.0400419657308789,1035.39069895646,1032.65645148479,79.9999999999999,2.03721117219868e-13
3.70206016153652e-06,242.8262151457-148.183387947919i,241.259922822917-147.886387368481i,238.127427118815-147.292403322517i,237.344310612145-147.143908730744i,-12.7335377125257+7.77043641878509i,0.000241259922822549-0.000147886387368258i,6.36652877102961-3.88507054574992i,6.3665279879131-3.88507039725532i,-0.000239693660199699+0.000147589392481409i,-0.0400383669646492,1044.14324684211,1041.36182011521,79.9999999999999,2.49317997470024e-13
4.05270893216559e-06,242.826073089105-148.183586510712i,241.248140298984-147.88437439219i,238.092363655239-147.285967269031i,237.303426913301-147.136366907993i,-12.8281574981121+7.82822262842291i,0.000241248140298613-0.000147884374391965i,6.41383868433568-3.91396365424046i,6.41383789539894-3.9139635046401i,-0.000239670237207162+0.00014758516796627i,-0.0400352266934825,1051.77896756376,1048.95604126389,79.9999999999999,3.10689021517489e-13
